,retailer_id,outlet_name,outlet_type_id,type_name,outlet_photo,lat,longi,street_address,pin_code,district,taluka,owner_name,contact_no,landmark,u_name,user_contact_no,beat_number,sub_beat,full_beat
926,91363,KWALITY CAKE HOUSE,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/GTN73294337-KWALITY CAKE HOUSE20240919_1056m0659.jpeg,14.4232733,75.8741683,Miltakatte davanagere,577004,Davangere,Davanagere,Nagaraj,7899472722,Miltakatte davanagere,Sanjay kumar s,9964140461,10,,10
653,86577,S L V IYANGAR BEKARE'S & SWEETS,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SGT38221946-S L V IYANGAR BEKARE'S & SWEETS20240919_110648136.jpeg,14.4237417,75.8741867,Miltakatte davanagere,577004,Davangere,Davanagere,Manjunath,6361223497,Miltakatte davanagere,Sanjay kumar s,9964140461,10,,10
765,88560,Nandini Provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/TIE01747734-Nandini Provision Store20240919_114314ah4a.jpeg,14.4231834,75.8739463,Miltakatte davanagere,577004,Davangere,Davanagere,Basavaraj,9964049746,Miltakatte davanagere,Sanjay kumar s,9964140461,10,,10
1460,107332,Sri Mahila lingeshwara Provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/KMR62586927-IMG-20241129_1325dg2j5.jpeg,14.4229263,75.8736975,Davanagere,577002,Davangere,Davanagere,Ramgowdru,9481689335,Davanagere,Sanjay kumar s,9964140461,10,,10
236,74206,PARAMESHAPPA,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/NXO12102595-PARAMESHAPPA20240919_1130ceb2c.jpeg,14.4236033,75.8742733,Miltakatte davanagere,577004,Davangere,Davanagere,Parameshappa,9902391264,Miltakatte,Sanjay kumar s,9964140461,10,,10
790,88987,Madhushree fancy store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/QYN01248743-Madhushree fancy store20240919_163212d7n6.jpeg,14.4248433,75.874275,Jarikatte,577004,Davangere,Davanagere,Maltesh,8139928529,Jarikatte,Sanjay kumar s,9964140461,10,,10
1542,109372,S L V IYENGAR BAKERY & SWEETS,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/QPA01115633-IMG-20241118_15595nd7f.jpeg,14.5266284,75.7794257,Harihara,577601,Davangere,Harihara,Shrikanth,6360183778,Harihara,Sanjay kumar s,9964140461,11,,11
1541,109370,MANJUNATH SHOP,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/CEA05610325-IMG-20241118_1613ckmhl.jpeg,14.5246218,75.7811955,Harihara,577601,Davangere,Harihara,Manjunath,9164592500,Harihara,Sanjay kumar s,9964140461,11,,11
1567,109848,Sri Lakshmi Venkateshwara Bakery & sweets,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/IEX81821777-IMG-20241115_1115c8d6i.jpeg,14.5203953,75.7872561,Harihara,577601,Davangere,Harihara,Dayanad,8867242286,Harihara,Sanjay kumar s,9964140461,11,,11
451,81199,S L V HASSAN BENGALURU IYENGAR BAKERY,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/MIU47008398-IMG-20241118_1515f9dff.jpeg,14.5266133,75.7794315,Harihara,577601,Davangere,Harihara,Pradeepa,9663400134,Harihara,Sanjay kumar s,9964140461,11,,11
302,76093,RENUKA GENERAL STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/UFJ71945034-IMG-20241115_115918dc7e.jpeg,14.5205295,75.7878264,Harihara,577601,Davangere,Harihara,Jagadish,9448377054,Harihara,Sanjay kumar s,9964140461,11,,11
1568,109859,OMKAR JUICE & ICE CREAM PARLOUR ,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/HFZ17590712-IMG-20241115_10395jkb1.jpeg,14.5197311,75.7884917,Harihara,577601,Davangere,Harihara,Raju,8073222359,Harihara,Sanjay kumar s,9964140461,11,,11
1546,109408,DURGA DEVI PAN SHOP,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/NBY42514032-IMG-20241118_15445pllf.jpeg,14.5265867,75.77954,Harihara,577601,Davangere,Harihara,Jyothi,9663622314,Harihara,Sanjay kumar s,9964140461,11,,11
1491,108387,Sri huligamma Devi Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/QZC79260397-IMG-20241125_16082la4a.jpeg,14.5195462,75.7888078,Harihara,577601,Davangere,Harihara,Anjaneya,9901017918,Harihara,Sanjay kumar s,9964140461,11,,11
1565,109835,S M JANAPRIYA CAKE PALACE & SWEETS,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RCZ70787757-IMG-20241115_114619em2.jpeg,14.5205025,75.7881364,Harihara,577601,Davangere,Harihara,Ashok,6364713029,Harihara,Sanjay kumar s,9964140461,11,,11
452,81201,SRINIVAS PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/CRM52606537-IMG-20241118_1446j53a1.jpeg,14.5266047,75.7794296,Harihara,577601,Davangere,Harihara,Srinivas,9535915415,Harihara,Sanjay kumar s,9964140461,11,,11
1867,118259,KISHAN IYANGER BAKERY & SEETS ,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/TAB25831832-IMG-20241115_16155c93.jpeg,14.5201535,75.7884071,Harihara,577601,Davangere,Harihara,Gururaj,9980508152,Harihara,Sanjay kumar s,9964140461,11,,11
1279,99626,Shri maralu siddeshwara general store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/MTI97290763-IMG-20241011_1416148mhj.jpeg,14.6497633,75.956343,Harapannahalli rd davanagere,577001,Davangere,Davanagere,Kotresh,9108047312,Harapannahalli rd davanagere,Sanjay kumar s,9964140461,12,,12
320,76784,Shri kaleshwara General Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/IRW16580383-IMG-20241011_143216275g.jpeg,14.6493163,75.9558266,Harapannahalli rd davanagere,577001,Davangere,Davanagere,Suresh,9110495152,Harapannahalli rd davanagere,Sanjay kumar s,9964140461,12,,12
1871,118388,Sumitra shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/AHW45899333-IMG-20241011_14056pji.jpeg,14.649467,75.9564322,Harapannahalli rd davanagere,577001,Davangere,Davanagere,Sumitra,9591829061,Harapannahalli rd davanagere,Sanjay kumar s,9964140461,12,,12
1719,113364,Sri maralu siddeshwara Provision Store & xerox,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/TDP03690895-IMG-20241011_134625d2d.jpeg,14.6495033,75.9563733,Harapannahalli rd davanagere,577001,Davangere,Davanagere,Malikarjuna,9740265495,Harapannahalli rd davanagere,Sanjay kumar s,9964140461,12,,12
319,76782,Sri rudreshwara Provision Store & hardware,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/BXP13800841-IMG-20241011_1426120lfc.jpeg,14.6496025,75.9563876,Harapannahalli rd davanagere,577001,Davangere,Davanagere,Malikarjuna,9900756131,Harapannahalli rd davanagere,Sanjay kumar s,9964140461,12,,12
528,83000,Rajesh shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/YJG03238617-IMG-20241011_1441fld3k.jpeg,14.64665,75.9578117,Harapannahalli rd davanagere,577004,Davangere,Davanagere,Rajesh kumar,8217851651,Harapannahalli rd davanagere,Sanjay kumar s,9964140461,12,,12
1739,113921,Shri Maruti Sweets & Bakery,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ADI10067381-IMG-20241010_12354h680.jpeg,14.5367867,75.9314169,Harapannahalli rd davanagere,577004,Davangere,Davanagere,Hanumantha,9743174394,Harapannahalli rd davanagere,Sanjay kumar s,9964140461,13,,13
1738,113911,Sri Lakshmi Janardhana Iyengar Bakery & Sweets,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/KKL12499047-IMG-20241010_1222n087l.jpeg,14.5367968,75.9314354,Harapannahalli rd davanagere,577589,Davangere,Davanagere,Raghu,9606855920,Harapannahalli rd davanagere,Sanjay kumar s,9964140461,13,,13
1278,99613,Sahana Provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/YJD93476814-IMG-20241011_120917a77a.jpeg,14.5355067,75.9311633,Harapannahalli rd,577001,Davangere,Davanagere,Mantesh,9916096960,Harapannahalli rd,Sanjay kumar s,9964140461,13,,13
542,83265,Kenchappa shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/BYN46984072-IMG-20241010_1258cgpg3.jpeg,14.5367963,75.9314353,Harapannahalli rd davanagere,577001,Davangere,Davanagere,Kenchappa,9844390949,Harapannahalli rd davanagere,Sanjay kumar s,9964140461,13,,13
323,76831,Shri Basaveshwara Kiran shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/JXT54299570-IMG-20241011_1143117fmm.jpeg,14.5368233,75.9314433,Harapannahalli rd,577001,Davangere,Davanagere,Gajendra,9008588879,Harapannahalli rd,Sanjay kumar s,9964140461,13,,13
1282,99802,Malikarjuna shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XFI03064449-IMG-20241010_151118e224.jpeg,14.5587884,75.9464618,Harapannahalli rd davanagere,577001,Davangere,Davanagere,Malikarjuna,9591941346,Harapannahalli rd davanagere,Sanjay kumar s,9964140461,14,,14
1735,113842,Siddappa shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/HRO96788863-IMG-20241010_14436back.jpeg,14.5600186,75.9466266,Harapannahalli rd davanagere,577004,Davangere,Davanagere,Siddappa,9164163839,Harapannahalli rd davanagere,Sanjay kumar s,9964140461,14,,14
324,76881,Rajshekhar shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XDF07700662-IMG-20241010_1410177gk1.jpeg,14.5612944,75.9476882,Harapannahalli rd davanagere,577001,Davangere,Davanagere,Rajshekhar,9743575510,Harapannahalli rd davanagere,Sanjay kumar s,9964140461,14,,14
1285,99832,Goppi shop,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/PGG08845501-IMG-20241010_141517jn8e.jpeg,14.5603065,75.9468733,Harapannahalli rd davanagere,577001,Davangere,Davanagere,Goppi,9986364925,Harapannahalli rd davanagere,Sanjay kumar s,9964140461,14,,14
1284,99816,Hemant Raj shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/UPD45063159-IMG-20241010_145017gggc.jpeg,14.5596052,75.9463959,Harapannahalli rd davanagere,577001,Davangere,Davanagere,Hemant raj,6362264300,Harapannahalli rd davanagere,Sanjay kumar s,9964140461,14,,14
539,83231,Manjunath shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/YIJ85789462-IMG-20241010_15279i9nm.jpeg,14.5596722,75.9461231,Harapannahalli rd davanagere,577001,Davangere,Davanagere,Manjunath,9980390577,Harapannahalli rd davanagere,Sanjay kumar s,9964140461,14,,14
1737,113873,Siddhesh shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/HKA44017478-IMG-20241010_140165c1a.jpeg,14.56084,75.9477553,Harapannahalli rd davanagere,577001,Davangere,Davanagere,Siddhesh,7022330159,Harapannahalli rd davanagere,Sanjay kumar s,9964140461,14,,14
553,83434,GANESH PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/WMU25525981-IMG-20241005_1436injd1.jpeg,14.2790693,75.9991133,Dyamanehalli davanagere,577001,Davangere,Davanagere,Ramesh,9840074740,Dyamanehalli davanagere,Sanjay kumar s,9964140461,15,,15
558,83519,J B BANGALORE IYENGAR BAKERY,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/DJB31820133-IMG-20241005_1207plfo3.jpeg,14.2792868,76.0005861,Dyamanehalli davanagere,577001,Davangere,Davanagere,Vinod,9686102528,Dyamanehalli davanagere,Sanjay kumar s,9964140461,15,,15
1764,114545,Srishti provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/BZE11708770-IMG-20241005_12482id83.jpeg,14.2786648,76.0012371,Dyamanehalli davanagere,577001,Davangere,Davanagere,Rajappa,9972285450,Dyamanehalli davanagere,Sanjay kumar s,9964140461,15,,15
326,76953,AAIJI PROVISION STORE SHIVA SHAKTI METAL & FANCY STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/LRV70039722-IMG-20241005_142113n5c0.jpeg,14.2789249,76.0005617,Dyamanehalli davanagere,577001,Davangere,Davanagere,Goitham,6361154052,Dyamanehalli davanagere,Sanjay kumar s,9964140461,15,,15
328,76995,Sri Vinayaka Provision Store ,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/LRD41778383-IMG-20241005_122717lcah.jpeg,14.2790113,76.0008403,Dyamanehalli davanagere,577001,Davangere,Davanagere,Govindappa,9945908052,Dyamanehalli davanagere,Sanjay kumar s,9964140461,15,,15
559,83522,Shri veerbhadreshwara Prasanna,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/KQL21037421-IMG-20241005_12204b9hg.jpeg,14.2787219,76.000762,Dyamanehalli davanagere,577001,Davangere,Davanagere,Koushi,9942077801,Dyamanehalli davanagere,Sanjay kumar s,9964140461,15,,15
1292,99991,SURYA BAKERY & SWEETS,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/YPC87678150-IMG-20241005_140718pde0.jpeg,14.2789402,76.0005839,Dyamanehalli davanagere,577001,Davangere,Davanagere,Chadru,9148331255,Dyamanehalli davanagere,Sanjay kumar s,9964140461,15,,15
1766,114600,Friends beeda stall,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ZLD59264346-IMG-20241005_11391ejol.jpeg,14.2785983,76.0005167,Dyamenahalli davanagere,577001,Davangere,Davanagere,Santhosh,9632371055,Dyamenahalli davanagere,Sanjay kumar s,9964140461,15,,15
1767,114613,SHRI DURGAMBA BAKERY,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/OSB08784103-IMG-20241005_1152j5no3.jpeg,14.278997,76.000206,Dyamanehalli davanagere,577001,Davangere,Davanagere,Ramesh,9611766474,Dyamanehalli davanagere,Sanjay kumar s,9964140461,15,,15
1300,100099,GEETHA PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/DSX95554469-IMG-20241005_1256117jlg.jpeg,14.2791798,76.0012365,Dyamanehalli davanagere,577001,Davangere,Davanagere,Shanmukappa,9008041730,Dyamanehalli davanagere,Sanjay kumar s,9964140461,15,,15
2106,148890,J B BENGALORE IYYANGAR BAKERY,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/outlet-photos/2ebc8ca6-c4aa-4a7c-affd-ab288cc3ed6f,14.2792319,76.000566,Channagiri road bada,577514,Davangere,Davanagere,Vinod kumar,8217464471,Channagiri road bada,Sanjay kumar s,9964140461,15,,15
1758,114354,Sri Uthsavamba Tea Stall,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/LJD39264616-IMG-20241005_1448gpcg1.jpeg,14.2838583,76.0001982,Dyamanehalli davanagere,577001,Davangere,Davanagere,Chandrappa,9900998185,Dyamanehalli davanagere,Sanjay kumar s,9964140461,15,,15
2104,148783,GEETHA PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/7066b335-b376-464b-9632-f6f04a9c15f1,14.278957,76.0010297,Channagiri road bada,577514,Davangere,Davanagere,Shanmukhappa L,9008041730,Channagiri road bada,Sanjay kumar s,9964140461,15,,15
2105,148844,SHRI DURGAMBA BAKERY,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/outlet-photos/0defc42e-d782-4d70-b1b1-0690f9bbf271,14.2790866,76.0003283,Channagiri road bada,577514,Davangere,Davanagere,Ramesh,9611766474,Channagiri road bada,Sanjay kumar s,9964140461,15,,15
544,83313,Manjulla shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/IFK97915095-IMG-20241009_1314djpfg.jpeg,14.3110237,75.8804522,Channagiri rd davanagere,577001,Davangere,Davanagere,Manjulla,8618964622,Channagiri rd davanagere,Sanjay kumar s,9964140461,16,,16
562,83552,Shri Siddheshwar Bakery,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/KLS33455238-IMG-20241004_15199o335.jpeg,14.3291167,75.8838916,Hadadi road davanagere,577001,Davangere,Davanagere,Rudra swami,9611481126,Hadadi road davanagere,Sanjay kumar s,9964140461,16,,16
560,83545,Shri veerbhadreshwara Provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SPC75128971-IMG-20241004_1511f03h7.jpeg,14.3272784,75.8826495,Hadadi road davanagere,577001,Davangere,Davanagere,Renuka prakash,9945107586,Hadadi road davanagere,Sanjay kumar s,9964140461,16,,16
1912,119204,Yeshwant shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/LZD61916997-IMG-20241004_152912mh8e.jpeg,14.3295034,75.8837897,Hadadi road davanagere,577001,Davangere,Davanagere,Yeshwant,8197017975,Hadadi road davanagere,Sanjay kumar s,9964140461,16,,16
1911,119190,Nagaraj shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/CRZ02697315-IMG-20241009_1303117cpk.jpeg,14.3104832,75.8805611,Channagiri rd davanagere,577001,Davangere,Davanagere,Nagaraj,9739727242,Channagiri rd davanagere,Sanjay kumar s,9964140461,16,,16
1873,118421,Shri rameshwara sweet & cloth shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ETZ12547756-IMG-20241009_1352d2gm.jpeg,14.3180046,75.8795534,Channagiri rd davanagere,577001,Davangere,Davanagere,Pooja,9972778598,Channagiri rd davanagere,Sanjay kumar s,9964140461,16,,16
329,77022,Shivappa shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/KDZ80535942-IMG-20241004_1335130kc6.jpeg,14.3332283,75.8856517,Hadadi road davanagere,577001,Davangere,Davanagere,Shivappa,7889792336,Hadadi road davanagere,Sanjay kumar s,9964140461,16,,16
1741,113977,Tirumala beeda stall & tea stall,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/VAN15787669-IMG-20241009_1434dlhk1.jpeg,14.3188841,75.8796104,Channagiri rd davanagere,577001,Davangere,Davanagere,Santhosh,9880224927,Channagiri rd davanagere,Sanjay kumar s,9964140461,16,,16
1740,113973,9 TEA ZONE,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/BNJ04619859-IMG-20241009_1404jh884.jpeg,14.3178594,75.8797698,Channagiri rd davanagere,577001,Davangere,Davanagere,Santhosh,9972857216,Channagiri rd davanagere,Sanjay kumar s,9964140461,16,,16
1746,114038,Shree Maruti cake place,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XEI39221795-IMG-20241009_12428269g.jpeg,14.3111294,75.8804231,Channagiri rd davanagere,577001,Davangere,Davanagere,Sunil,6363452642,Channagiri rd davanagere,Sanjay kumar s,9964140461,16,,16
1775,114725,Vedant store & communication,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RAS29434121-IMG-20241004_1425hmc2l.jpeg,14.3278509,75.8826295,Hadadi road davanagere,577001,Davangere,Davanagere,Vedant,9632162556,Hadadi road davanagere,Sanjay kumar s,9964140461,16,,16
1774,114722,GHOTA MASTER CHAI,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SMM53303546-IMG-20241004_1416670al.jpeg,14.3282281,75.8827401,Hadadi road davanagere,577001,Davangere,Davanagere,Mallikarjun,8951136147,hadadi road davanagere,Sanjay kumar s,9964140461,16,,16
1302,100179,Marulasiddaiah shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/TMH83348521-IMG-20241004_1327126efk.jpeg,14.3333485,75.88546,Hadadi road davanagere,577001,Davangere,Davanagere,Marulasiddaiah,9986253018,Hadadi road davanagere,Sanjay kumar s,9964140461,16,,16
1303,100192,Shri Lakshmi Venkateswara Bakery & sweets,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RZO57446469-IMG-20241004_14061899o9.jpeg,14.3280644,75.8827419,Hadadi road davanagere,577001,Davangere,Davanagere,Shrikrishna,9482620618,Hadadi road davanagere,Sanjay kumar s,9964140461,16,,16
1769,114672,Karunya Anusha provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/POP12467570-IMG-20241004_1549m3epm.jpeg,14.3327251,75.8851179,Hadadi road davanagere,577001,Davangere,Davanagere,Rudresh,9731573329,Hadadi road davanagere,Sanjay kumar s,9964140461,16,,16
1768,114670,Sahana General Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/VSI66421379-IMG-20241004_1537hckj7.jpeg,14.3294859,75.8835001,Hadadi road davanagere,577001,Davangere,Davanagere,Sahana,8197017938,Hadadi road davanagere,Sanjay kumar s,9964140461,16,,16
1744,114028,Shri Lakshmi Venkateswara Bakery & sweets,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/DKY85967913-IMG-20241009_132059195.jpeg,14.3112741,75.8806141,Channagiri rd davanagere,577001,Davangere,Davanagere,Sri krishna,9482620618,Channagiri rd davanagere,Sanjay kumar s,9964140461,16,,16
